"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
4.16,12,14723.99,1547.47,7801.27,113.8,113.8,641.31,288,608.67,1.66,1,8.86,1.02,17.19,0.34,0.96,0.99
8.21,24,50994.02,3087.5,9305.1,438.08,438.08,918.68,288,729.94,3.59,1,18.49,1.04,60.05,1.19,0.98,0.99
2.09,6,6664.82,1360.19,6787.8,25.21,25.21,592.89,288,568.06,1.32,1,7.06,1.02,16.68,0.26,0.99,1
4.16,12,14723.61,1547.47,7794.63,113.78,113.78,641.25,288,608.39,1.66,1,8.88,1.02,17.19,0.34,0.96,0.99
8.21,24,50989.55,3087.29,9298.58,438.03,438.03,926.66,288,730.39,3.6,1,18.71,1.04,60.88,1.21,0.99,0.98
2.09,6,6295.45,1354.23,6782.23,24.12,24.12,583.58,288,566.16,1.31,1,6.99,1.02,19.58,0.25,0.99,1
1.14,3,530.99,1324.36,6707.51,6.18,6.18,473.95,288,549.71,1.1,1,5.92,1.02,19.39,0.11,0.95,0.99
1.14,3,686.07,1366.35,6731.52,8.48,8.48,456.27,288,548.32,1.11,1,5.92,1.02,0,0.08,0.96,1
1.14,3,4509.67,1380.89,6631.6,9.25,9.25,565.51,288,560.87,1.26,1,6.78,1.02,5.07,0.21,1,0.99
5.14,15,21638.59,1924.35,8509.99,175.33,175.33,707.4,288,640.39,2.07,1,10.96,1.03,25.03,0.5,0.96,1
7.15,21,38985.79,2678.08,9131.55,332.14,332.14,829.37,288,692.48,2.97,1,15.49,1.04,44.17,0.88,0.97,0.99
3.14,9,8378.93,1386.76,7111.67,60.36,60.36,595.22,288,584.4,1.39,1,7.52,1.02,12.66,0.25,0.96,0.98
7.15,21,38989.99,2678.08,9129.77,332.18,332.18,813.43,288,687.46,2.97,1,15.4,1.04,43.11,0.85,0.98,1
7.15,21,39009.18,2678.01,9116.4,332.46,332.46,805.29,288,681.88,2.99,1,15.57,1.04,42.82,0.85,1,0.99
6.18,18,29773.33,2307.15,8813.01,246.02,246.02,758,288,663.01,2.51,1,13.12,1.03,33.26,0.66,0.99,1
3.14,9,8375.39,1386.74,7046.35,60.31,60.31,583.45,288,578.52,1.39,1,7.54,1.02,12.23,0.24,0.99,0.98
6.18,18,29762.27,2306.76,8801.26,245.94,245.94,761.85,288,663.1,2.51,1,13.21,1.03,33.56,0.66,0.99,0.99
1.14,3,6864.81,1342.73,6657.6,7.18,7.18,659.68,288,575.64,1.31,1,7.17,1.02,21.52,0.33,0.97,0.98
8.21,24,50997.03,3087.6,9316.34,438.08,438.08,936.68,288,737.37,3.58,1,18.47,1.04,61.22,1.21,0.96,0.98
7.15,21,38981.87,2678.09,9137.09,332.1,332.1,818.39,288,690.66,2.96,1,15.31,1.04,43.3,0.86,0.97,1
8.21,24,50988.78,3087.26,9296.92,438.07,438.07,924.7,288,729.48,3.6,1,18.72,1.04,60.76,1.2,0.99,0.98
2.09,6,3634.05,1346.74,6829.55,22.76,22.76,537.09,288,564.52,1.22,1,6.58,1.02,20.83,0.18,0.96,0.99
2.09,6,4714.74,1394.42,6782.74,31.51,31.51,545.2,288,565.07,1.27,1,6.86,1.02,0,0.18,0.99,0.98
8.21,24,50994.49,3087.55,9325.09,437.97,437.97,924.81,288,736.67,3.56,1,18.14,1.04,59.98,1.19,0.95,1
1.14,3,4042.12,1417.47,6735.88,11.58,11.58,564.31,288,567.61,1.25,1,6.72,1.02,0,0.2,0.96,0.99
6.18,18,29793.66,2307.37,8831.47,246.29,246.29,797.04,288,675.72,2.5,1,13.32,1.03,35.54,0.7,0.95,0.98
9.3,27,72771.58,3560.42,9781.24,645.08,645.08,1100.09,288,785.68,4.49,1,22.54,1.05,91,1.8,0.96,0.99
8.21,24,50992.81,3087.45,9302.52,438.08,438.08,897.17,288,723.7,3.59,1,18.29,1.04,58.35,1.16,1,1
2.09,6,4871.76,1344.31,6791.19,22.35,22.35,580.27,288,570.43,1.26,1,6.87,1.02,23.92,0.23,0.96,0.98
6.18,18,29791.41,2307.41,8820.78,246.21,246.21,760.09,288,664.26,2.51,1,13.1,1.03,33.36,0.66,0.98,1
3.14,9,8379.31,1386.76,7121.97,60.36,60.36,591.98,288,583.8,1.39,1,7.49,1.02,12.53,0.25,0.96,0.99
6.18,18,29761.73,2306.79,8798.3,245.98,245.98,773.05,288,666.04,2.51,1,13.31,1.03,34.26,0.68,0.99,0.98
7.15,21,39002.04,2678.05,9121.19,332.3,332.3,805.12,288,682.98,2.98,1,15.48,1.04,42.71,0.85,0.99,1
5.14,15,21626.13,1924.32,8466.86,175.24,175.24,707.05,288,635.87,2.09,1,11.18,1.03,25.2,0.5,0.99,0.98
1.14,3,2799.44,1357.85,6602.97,7.97,7.97,532.66,288,555.9,1.19,1,6.5,1.02,13.65,0.17,0.99,0.98
6.18,18,29762.63,2306.78,8798.23,246.03,246.03,757.24,288,661.51,2.51,1,13.19,1.03,33.29,0.66,1,0.99
9.3,27,72770.95,3560.41,9752.62,644.82,644.82,1063.09,288,774.47,4.52,1,22.6,1.05,88.21,1.75,0.98,0.99
1.14,3,934.81,1373.57,6678.46,8.85,8.85,463.13,288,547.97,1.12,1,6.03,1.02,0,0.08,0.97,0.99
5.14,15,21633.06,1924.32,8485.85,175.29,175.29,722.02,288,642.06,2.08,1,11.18,1.03,25.91,0.51,0.96,0.98
3.14,9,8374.93,1386.73,7037.64,60.31,60.31,581.7,288,577.68,1.39,1,7.54,1.02,12.16,0.24,0.99,0.98
4.16,12,14717,1547.44,7692.04,113.73,113.73,640.83,288,604.11,1.67,1,9.05,1.02,17.29,0.34,1,0.98
7.15,21,38988.88,2678.09,9131.27,332.27,332.27,810.48,288,686.96,2.97,1,15.35,1.04,42.87,0.85,0.98,1
9.3,27,72759.32,3560.37,9727.78,644.82,644.82,1054.89,288,770.75,4.55,1,22.94,1.05,88.02,1.74,1,0.98
3.14,9,8378.65,1386.76,7115.6,60.35,60.35,577.76,288,579.32,1.39,1,7.43,1.02,11.96,0.24,0.97,1
4.16,12,14723.83,1547.47,7793.82,113.79,113.79,647.45,288,610.07,1.66,1,8.92,1.02,17.47,0.35,0.96,0.99
7.15,21,38979.15,2678.08,9138,332.06,332.06,831.42,288,694.64,2.96,1,15.4,1.04,44.17,0.88,0.96,0.99
5.14,15,21625.82,1924.34,8472.76,175.25,175.25,683.13,288,629.65,2.09,1,10.99,1.03,23.87,0.47,1,1
9.3,27,72766.87,3560.4,9758.08,644.97,644.97,1082.13,288,779.54,4.52,1,22.74,1.05,89.9,1.78,0.97,0.98
6.18,18,29761.66,2306.77,8801.38,245.93,245.93,772.96,288,666.29,2.51,1,13.29,1.03,34.23,0.68,0.98,0.98
2.09,6,3965.67,1388.73,6835,30.43,30.43,522.2,288,562.85,1.24,1,6.64,1.02,0,0.15,0.97,0.99
8.21,24,50989.09,3087.28,9299.79,438.07,438.07,929.71,288,731.48,3.6,1,18.72,1.04,61.09,1.21,0.98,0.98
9.3,27,72776.65,3560.43,9779.72,644.84,644.84,1087.03,288,782.48,4.49,1,22.39,1.05,89.8,1.78,0.96,0.99
7.15,21,38982.82,2678.09,9132.41,332.1,332.1,849.56,288,698.47,2.96,1,15.64,1.04,45.53,0.9,0.95,0.98
7.15,21,38983.87,2678.08,9131.41,332.14,332.14,844.74,288,696.84,2.97,1,15.62,1.04,45.22,0.9,0.96,0.98
4.16,12,14724.81,1547.47,7812.61,113.8,113.8,642.29,288,609.39,1.66,1,8.85,1.02,17.22,0.34,0.96,0.99
2.09,6,6880.26,1366.85,6798.47,26.43,26.43,597.82,288,569.58,1.33,1,7.11,1.02,13.78,0.26,0.99,1
1.14,3,5666.18,1366.28,6638.97,8.48,8.48,615.52,288,569.35,1.29,1,7.02,1.02,10.92,0.27,0.98,0.98
6.18,18,29798.29,2307.21,8849.92,246.39,246.39,774.1,288,670.83,2.49,1,13.05,1.03,34.06,0.67,0.95,1
4.16,12,14724.1,1547.47,7798.15,113.8,113.8,647.04,288,610.13,1.66,1,8.91,1.02,17.45,0.35,0.96,0.99
8.21,24,50989.41,3087.28,9293.98,438.05,438.05,918.02,288,727.04,3.61,1,18.7,1.04,60.3,1.19,1,0.98
5.14,15,21628.15,1924.34,8477.53,175.23,175.23,692.74,288,632.9,2.09,1,11.03,1.03,24.38,0.48,0.99,1
2.09,6,3627.32,1385.46,6778.26,29.79,29.79,518.99,288,561.43,1.23,1,6.66,1.02,0,0.15,0.98,0.98
5.14,15,21634.19,1924.33,8492.96,175.3,175.3,709.73,288,639.32,2.08,1,11.06,1.03,25.23,0.5,0.97,0.99
1.14,3,4872.02,1409.83,6716.26,11.04,11.04,575.28,288,566.3,1.27,1,6.81,1.02,0,0.22,0.97,0.99
8.21,24,50993.22,3087.45,9298.67,438.1,438.1,912.52,288,726.75,3.6,1,18.55,1.04,59.72,1.18,0.99,0.99
2.09,6,6275.73,1389.67,6834.9,30.67,30.67,578.06,288,569.75,1.32,1,7.02,1.02,0.19,0.23,0.98,1
2.09,6,6799.84,1363.72,6799.08,25.86,25.86,595.78,288,569.09,1.32,1,7.08,1.02,15.23,0.26,0.99,1
7.15,21,39013.94,2677.96,9112.28,332.44,332.44,818.29,288,684.64,2.99,1,15.75,1.04,43.81,0.87,1,0.98
3.14,9,8381.24,1386.77,7164.41,60.38,60.38,585.91,288,583.5,1.39,1,7.41,1.02,12.26,0.24,0.95,1
3.14,9,8379.24,1386.76,7123.33,60.36,60.36,585.71,288,581.98,1.39,1,7.46,1.02,12.27,0.24,0.96,0.99
9.3,27,72777.35,3560.42,9772.42,645.14,645.14,1076.23,288,779.26,4.5,1,22.39,1.05,88.96,1.76,0.97,1
2.09,6,2835.93,1362.39,6809.03,25.54,25.54,504.61,288,559.46,1.2,1,6.45,1.02,11.2,0.14,0.97,0.99
2.09,6,2909.23,1356.95,6790.71,24.55,24.55,512.35,288,560.29,1.2,1,6.5,1.02,14.04,0.15,0.97,0.98
2.09,6,6017.43,1350.37,6739.62,23.42,23.42,583.96,288,565.41,1.3,1,7.02,1.02,21.27,0.25,1,0.99
7.15,21,38987.48,2678.08,9131.15,332.14,332.14,820.35,288,689.79,2.97,1,15.43,1.04,43.56,0.86,0.97,0.99
4.16,12,14725.5,1547.48,7824.03,113.81,113.81,643.28,288,610.12,1.65,1,8.84,1.02,17.25,0.34,0.95,0.99
9.3,27,72777.93,3560.42,9766.86,645.03,645.03,1063.95,288,775.81,4.5,1,22.34,1.05,87.92,1.74,0.98,1
1.14,3,2528.23,1411.59,6717.87,11.16,11.16,515.04,288,558.83,1.19,1,6.4,1.02,0,0.14,0.97,0.99
1.14,3,1189.03,1360.03,6637.05,8.01,8.01,467.85,288,545.9,1.13,1,6.08,1.02,4.88,0.1,0.99,0.99
1.14,3,1022.66,1316.34,6698.3,5.75,5.75,495.14,288,552.23,1.12,1,6.02,1.02,24.97,0.14,0.95,0.99
9.3,27,72771.18,3560.42,9764.54,645.09,645.09,1080,288,779.52,4.51,1,22.59,1.05,89.53,1.77,0.97,0.99
9.3,27,72774.19,3560.4,9761.2,644.96,644.96,1069.89,288,776.8,4.51,1,22.53,1.05,88.64,1.76,0.98,0.99
1.14,3,6562.86,1333.39,6686.59,6.65,6.65,640.88,288,572.45,1.3,1,7.02,1.02,25.07,0.31,0.97,1
5.14,15,21635.78,1924.34,8499.49,175.29,175.29,707.5,288,639.35,2.08,1,11.01,1.03,25.08,0.5,0.96,0.99
6.18,18,29796.03,2307.26,8837.82,246.29,246.29,766.73,288,667.66,2.5,1,13.06,1.03,33.68,0.67,0.96,1
3.14,9,8377.5,1386.75,7092.18,60.34,60.34,577.04,288,578.27,1.39,1,7.45,1.02,11.94,0.24,0.98,0.99
3.14,9,8379.31,1386.76,7126.45,60.36,60.36,582.44,288,581.11,1.39,1,7.44,1.02,12.14,0.24,0.97,1
4.16,12,14719.19,1547.45,7735.82,113.75,113.75,628.29,288,602.44,1.66,1,8.89,1.02,16.66,0.33,0.99,0.99
2.09,6,3392.08,1381.13,6851.44,29,29,505.74,288,560.44,1.22,1,6.5,1.02,0.77,0.13,0.97,1
6.18,18,29791.62,2307.44,8823.7,246.22,246.22,789.99,288,673.04,2.5,1,13.3,1.03,35.16,0.7,0.96,0.98
1.14,3,6844.83,1385.32,6720.71,9.64,9.64,639.69,288,576.16,1.33,1,7.15,1.02,0,0.29,0.96,0.99
6.18,18,29793.33,2307.35,8828.53,246.26,246.26,774.74,288,669.14,2.5,1,13.17,1.03,34.21,0.68,0.97,0.99
4.16,12,14717.96,1547.45,7713.24,113.73,113.73,631.24,288,602.34,1.66,1,8.95,1.02,16.82,0.33,1,0.99
6.18,18,29798.4,2307.22,8848.9,246.34,246.34,775.16,288,671.05,2.49,1,13.06,1.03,34.13,0.68,0.95,1
9.3,27,72778.79,3560.44,9781.97,644.85,644.85,1084.45,288,782.07,4.49,1,22.32,1.05,89.49,1.77,0.96,1
3.14,9,8378.15,1386.75,7106.55,60.34,60.34,576.01,288,578.47,1.39,1,7.43,1.02,11.89,0.24,0.98,1
8.21,24,50993.94,3087.49,9307.87,438.1,438.1,915.85,288,729.91,3.58,1,18.4,1.04,59.74,1.18,0.98,0.99
9.3,27,72766.06,3560.39,9745.18,645.03,645.03,1066.12,288,774.68,4.53,1,22.77,1.05,88.68,1.76,0.99,0.99
1.14,3,3917.1,1388.52,6638.21,9.74,9.74,555.68,288,561.08,1.24,1,6.71,1.02,4.54,0.19,0.99,0.98
8.21,24,50994.04,3087.5,9308.56,438.09,438.09,918.22,288,730.69,3.58,1,18.41,1.04,59.92,1.19,0.98,0.99
5.14,15,21639.01,1924.34,8509.29,175.3,175.3,712.8,288,641.86,2.07,1,11,1.03,25.32,0.5,0.95,0.99
3.14,9,8381.5,1386.77,7168.89,60.38,60.38,588.07,288,584.31,1.39,1,7.42,1.02,12.34,0.24,0.95,1
2.09,6,2841.23,1367.77,6724.93,26.49,26.49,496.34,288,554.9,1.2,1,6.52,1.02,7.28,0.13,1,0.98
9.3,27,72765.95,3560.4,9778.13,644.82,644.82,1108.65,288,787.4,4.5,1,22.72,1.05,91.89,1.82,0.95,0.98
4.16,12,14716.25,1547.44,7681.39,113.71,113.71,638.63,288,603.07,1.67,1,9.06,1.02,17.2,0.34,1,0.98
6.18,18,29761.21,2306.83,8784.05,246.02,246.02,770.85,288,664.15,2.52,1,13.37,1.03,34.2,0.68,1,0.98
7.15,21,38993.7,2678.08,9127.43,332.33,332.33,806.93,288,685.01,2.97,1,15.39,1.04,42.7,0.85,0.99,1
3.14,9,8376.38,1386.74,7073.18,60.32,60.32,569.53,288,575.33,1.39,1,7.43,1.02,11.65,0.23,0.99,1
3.14,9,8378.15,1386.75,7106.25,60.35,60.35,577.23,288,578.82,1.39,1,7.43,1.02,11.94,0.24,0.98,1
8.21,24,50994.65,3087.48,9311.78,437.97,437.97,944.71,288,738.22,3.58,1,18.67,1.04,62.01,1.23,0.96,0.98
5.14,15,21624.18,1924.32,8463.02,175.25,175.25,696.24,288,632.41,2.09,1,11.13,1.03,24.63,0.49,1,0.99
8.21,24,50989.82,3087.3,9299.13,438.01,438.01,927.32,288,730.7,3.6,1,18.71,1.04,60.92,1.21,0.98,0.98
3.14,9,8379.11,1386.76,7109.49,60.35,60.35,605.53,288,587.36,1.39,1,7.58,1.02,13.07,0.26,0.95,0.98
7.15,21,39010.92,2678,9114.87,332.44,332.44,809.92,288,682.85,2.99,1,15.64,1.04,43.17,0.86,1,0.99
1.14,3,6774.7,1339.04,6658.28,7.01,7.01,664.96,288,577.13,1.31,1,7.18,1.02,23.5,0.33,0.96,0.98
7.15,21,39008.46,2678,9114.42,332.4,332.4,829.89,288,688.47,2.99,1,15.8,1.04,44.57,0.88,0.99,0.98
3.14,9,8377.25,1386.75,7088.02,60.33,60.33,574.96,288,577.49,1.39,1,7.44,1.02,11.86,0.24,0.98,1
7.15,21,39005.12,2678.04,9119.33,332.33,332.33,802.59,288,681.8,2.98,1,15.5,1.04,42.57,0.84,1,1
1.14,3,3469.04,1311.26,6645.72,5.5,5.5,585.94,288,565.91,1.21,1,6.61,1.02,33.39,0.24,0.96,0.98
2.09,6,3252.29,1379.49,6792.74,28.68,28.68,508.62,288,560.23,1.22,1,6.56,1.02,1.62,0.14,0.98,0.98
7.15,21,38990.77,2678.08,9129.83,332.29,332.29,808.53,288,686.05,2.97,1,15.36,1.04,42.77,0.85,0.98,1
8.21,24,50997.24,3087.59,9317.2,438.15,438.15,946.27,288,739.97,3.58,1,18.58,1.04,61.99,1.23,0.95,0.98
3.14,9,8376.9,1386.74,7084.51,60.33,60.33,570.47,288,576.02,1.39,1,7.43,1.02,11.68,0.23,0.99,1
8.21,24,50993.35,3087.46,9301.09,437.97,437.97,918.54,288,728.9,3.6,1,18.57,1.04,60.15,1.19,0.99,0.98
4.16,12,14722.34,1547.47,7783.46,113.78,113.78,630.29,288,604.9,1.66,1,8.82,1.02,16.7,0.33,0.97,1
8.21,24,50989.51,3087.28,9296.27,437.96,437.96,922.32,288,728.71,3.6,1,18.71,1.04,60.59,1.2,0.99,0.98
5.14,15,21624.04,1924.33,8464.7,175.24,175.24,688.61,288,630.41,2.09,1,11.07,1.03,24.21,0.48,1,0.99
5.14,15,21637.51,1924.35,8506.98,175.33,175.33,704.35,288,639.22,2.08,1,10.95,1.03,24.88,0.49,0.96,1
1.14,3,2543.91,1360.32,6606.05,8.11,8.11,524.7,288,555.28,1.19,1,6.46,1.02,11.82,0.16,0.99,0.98
8.21,24,50995.25,3087.57,9320.74,437.98,437.98,931.53,288,737.22,3.57,1,18.31,1.04,60.66,1.2,0.96,0.99
4.16,12,14718.97,1547.45,7736.85,113.74,113.74,622.33,288,600.82,1.66,1,8.85,1.02,16.38,0.32,0.99,1
9.3,27,72778.88,3560.43,9772.28,644.84,644.84,1069.49,288,777.62,4.5,1,22.31,1.05,88.31,1.75,0.97,1
6.18,18,29762.14,2306.82,8795.18,246.03,246.03,765.17,288,663.52,2.51,1,13.27,1.03,33.79,0.67,0.99,0.99
5.14,15,21630.12,1924.34,8483.18,175.26,175.26,697.22,288,634.76,2.08,1,11.03,1.03,24.6,0.49,0.98,0.99
3.14,9,8377.11,1386.75,7073.57,60.34,60.34,595.54,288,583.1,1.39,1,7.57,1.02,12.7,0.25,0.97,0.98
8.21,24,50992.97,3087.44,9303.78,437.96,437.96,928.07,288,732.03,3.59,1,18.62,1.04,60.86,1.21,0.98,0.98
7.15,21,39019.88,2677.9,9108.88,332.58,332.58,820.5,288,684.45,3,1,15.83,1.04,44.04,0.87,1,0.98
5.14,15,21631.88,1924.34,8487.92,175.27,175.27,699.79,288,635.97,2.08,1,11.02,1.03,24.71,0.49,0.98,0.99
8.21,24,50992.79,3087.43,9297.81,438.09,438.09,914.63,288,727.08,3.6,1,18.59,1.04,59.92,1.19,0.99,0.98
4.16,12,14718.08,1547.45,7724,113.72,113.72,621.01,288,599.94,1.66,1,8.87,1.02,16.33,0.32,1,1
5.14,15,21633.5,1924.33,8491.88,175.27,175.27,706.25,288,638.22,2.08,1,11.04,1.03,25.04,0.5,0.97,0.99
6.18,18,29790.08,2307.49,8816.77,246.22,246.22,769.07,288,666.49,2.51,1,13.19,1.03,33.93,0.67,0.98,0.99
9.3,27,72760.78,3560.38,9755.61,644.74,644.74,1091.76,288,781.68,4.52,1,22.91,1.05,90.88,1.8,0.97,0.98
7.15,21,38995.84,2678.06,9122.64,332.24,332.24,832.58,288,691.24,2.98,1,15.68,1.04,44.58,0.88,0.98,0.98
1.14,3,1802.14,1391.53,6664.93,9.84,9.84,482.28,288,549.7,1.16,1,6.22,1.02,0.79,0.11,0.99,0.99
5.14,15,21623.7,1924.33,8463.81,175.25,175.25,689.54,288,630.58,2.09,1,11.08,1.03,24.26,0.48,1,0.99
4.16,12,14722.93,1547.47,7787.14,113.79,113.79,637.25,288,606.98,1.66,1,8.86,1.02,17.02,0.34,0.97,0.99
6.18,18,29762.41,2306.77,8799.23,246.03,246.03,760.86,288,662.64,2.51,1,13.21,1.03,33.51,0.66,0.99,0.99
6.18,18,29761.09,2306.83,8795.37,245.96,245.96,784.51,288,669.03,2.51,1,13.41,1.03,34.97,0.69,0.98,0.98
4.16,12,14720.2,1547.45,7735.42,113.74,113.74,648.48,288,607.98,1.66,1,9.02,1.02,17.59,0.35,0.98,0.98
3.14,9,8375.92,1386.74,7063.76,60.32,60.32,570.22,288,575.2,1.39,1,7.45,1.02,11.68,0.23,0.99,1
9.3,27,72781.39,3560.72,9795.78,644.88,644.88,1095.61,288,785.99,4.47,1,22.19,1.05,90.16,1.79,0.95,1
9.3,27,72767.84,3560.39,9743.38,644.99,644.99,1059.21,288,772.84,4.53,1,22.72,1.05,88.06,1.74,0.99,0.99
9.3,27,72767.84,3560.42,9781.64,644.85,644.85,1107.14,288,787.35,4.49,1,22.63,1.05,91.65,1.81,0.95,0.98
1.14,3,6935.91,1344.01,6685.42,7.21,7.21,643.2,288,572.37,1.32,1,7.08,1.02,20.23,0.31,0.97,1
4.16,12,14723.44,1547.46,7783.5,113.79,113.79,650.51,288,610.49,1.66,1,8.95,1.02,17.62,0.35,0.96,0.98
1.14,3,6740.37,1333.78,6703.42,6.73,6.73,656.07,288,576.58,1.31,1,7.08,1.02,25.32,0.32,0.95,0.99
4.16,12,14718.54,1547.45,7713.18,113.74,113.74,642.63,288,605.47,1.67,1,9.02,1.02,17.35,0.34,0.99,0.98
3.14,9,8378.73,1386.76,7102.84,60.35,60.35,602.83,288,586.32,1.39,1,7.57,1.02,12.97,0.26,0.96,0.98
4.16,12,14717.49,1547.45,7706.99,113.73,113.73,631.22,288,602.09,1.67,1,8.96,1.02,16.83,0.33,1,0.99
7.15,21,38993.63,2678.06,9123.51,332.21,332.21,840.76,288,693.78,2.98,1,15.72,1.04,45.12,0.89,0.97,0.98
2.09,6,2884.15,1368.77,6808.62,26.7,26.7,502.42,288,559.37,1.2,1,6.47,1.02,7.49,0.13,0.97,0.99
2.09,6,5668.95,1393.84,6797.03,31.43,31.43,567.05,288,567.82,1.3,1,6.99,1.02,0,0.21,0.99,0.99
6.18,18,29790.59,2307.48,8820.6,246.21,246.21,793.35,288,673.72,2.5,1,13.35,1.03,35.38,0.7,0.96,0.98
1.14,3,931.24,1344.66,6633.93,7.22,7.22,477.09,288,548.43,1.12,1,6.07,1.02,13.28,0.11,0.98,0.98
1.14,3,996.36,1356.92,6639.55,7.87,7.87,467.42,288,546.76,1.13,1,6.05,1.02,6.37,0.09,0.98,0.99
8.21,24,50993.17,3087.45,9297.48,438.08,438.08,909.53,288,725.68,3.6,1,18.54,1.04,59.51,1.18,1,0.99
2.09,6,4803.37,1394.32,6796.59,31.51,31.51,546.73,288,565.41,1.27,1,6.85,1.02,0,0.18,0.98,0.99
5.14,15,21636.95,1924.35,8504.23,175.31,175.31,707.18,288,639.75,2.08,1,10.98,1.03,25.04,0.5,0.96,1
8.21,24,50996.94,3087.61,9320.21,438.14,438.14,935.3,288,738.02,3.57,1,18.37,1.04,60.99,1.21,0.96,0.99
5.14,15,21630.86,1924.31,8479.16,175.24,175.24,718.3,288,640.32,2.08,1,11.19,1.03,25.75,0.51,0.97,0.98
3.14,9,8381.01,1386.77,7155.89,60.38,60.38,592.08,288,585.05,1.39,1,7.45,1.02,12.51,0.25,0.95,0.99
3.14,9,8377.95,1386.75,7089.39,60.35,60.35,598.75,288,584.63,1.39,1,7.57,1.02,12.81,0.25,0.96,0.98
8.21,24,50994.19,3087.53,9318.65,438.05,438.05,919.87,288,733.71,3.57,1,18.22,1.04,59.77,1.18,0.96,1
8.21,24,50994.5,3087.53,9314.12,437.96,437.96,924.97,288,733.84,3.58,1,18.37,1.04,60.31,1.19,0.97,0.99
8.21,24,50993.26,3087.48,9309.94,438.05,438.05,904.68,288,727.54,3.58,1,18.23,1.04,58.77,1.16,0.98,1
4.16,12,14722.15,1547.46,7778.01,113.77,113.77,635.44,288,606.12,1.66,1,8.87,1.02,16.94,0.34,0.97,0.99
8.21,24,50993.65,3087.49,9312.41,438.1,438.1,910.7,288,729.74,3.58,1,18.25,1.04,59.19,1.17,0.98,1
1.14,3,4126.68,1387.3,6637.92,9.66,9.66,560.67,288,561.62,1.24,1,6.75,1.02,4.58,0.2,0.99,0.98
5.14,15,21624.81,1924.33,8465.71,175.25,175.25,694.85,288,632.29,2.09,1,11.1,1.03,24.54,0.49,0.99,0.99
9.3,27,72756.12,3560.36,9733.7,644.67,644.67,1072.82,288,775.6,4.55,1,23.06,1.05,89.6,1.77,0.99,0.98
7.15,21,39004.76,2678.04,9119.86,332.44,332.44,800,288,681.18,2.98,1,15.47,1.04,42.38,0.84,1,1
3.14,9,8375.81,1386.74,7060.59,60.32,60.32,573.4,288,576.04,1.39,1,7.47,1.02,11.81,0.23,0.99,0.99
1.14,3,1328.83,1346.68,6626.24,7.27,7.27,479.54,288,546.83,1.14,1,6.11,1.02,13.13,0.11,0.99,0.99
9.3,27,72763.33,3560.4,9759.34,645.03,645.03,1090.19,288,781.57,4.52,1,22.83,1.05,90.64,1.79,0.97,0.98
8.21,24,50997.25,3087.62,9323.62,438.13,438.13,937.7,288,739.51,3.56,1,18.33,1.04,61.09,1.21,0.95,0.99
8.21,24,50994.56,3087.54,9320.65,437.97,437.97,925.35,288,735.63,3.57,1,18.24,1.04,60.16,1.19,0.96,1
7.15,21,38994.26,2678.07,9126.38,332.27,332.27,812.16,288,686.27,2.97,1,15.45,1.04,43.09,0.85,0.98,1
5.14,15,21630.97,1924.32,8480.02,175.28,175.28,715.82,288,639.71,2.08,1,11.17,1.03,25.61,0.51,0.97,0.98
9.3,27,72775.03,3560.42,9777.06,644.94,644.94,1087.6,288,782.38,4.49,1,22.45,1.05,89.93,1.78,0.96,0.99
6.18,18,29798.16,2307.22,8847.8,246.37,246.37,774.63,288,670.8,2.5,1,13.06,1.03,34.1,0.68,0.95,1
4.16,12,14725.6,1547.48,7822.33,113.81,113.81,645.47,288,610.66,1.65,1,8.86,1.02,17.35,0.34,0.95,0.99
3.14,9,8380.12,1386.76,7139.25,60.37,60.37,590.13,288,583.87,1.39,1,7.46,1.02,12.44,0.25,0.96,0.99
1.14,3,4527.52,1380.28,6630.89,9.22,9.22,567.4,288,561.31,1.26,1,6.79,1.02,5.19,0.21,1,0.99
6.18,18,29795.09,2307.3,8835.04,246.25,246.25,777.89,288,670.61,2.5,1,13.15,1.03,34.37,0.68,0.96,0.99
2.09,6,5692.16,1394.22,6769.26,31.5,31.5,571.04,288,567.89,1.3,1,7.04,1.02,0,0.21,0.99,0.98
7.15,21,39003.99,2678.05,9120.32,332.45,332.45,800.63,288,681.47,2.98,1,15.46,1.04,42.41,0.84,1,1
2.09,6,6051.06,1351.26,6833.98,23.63,23.63,608.52,288,575.95,1.3,1,7.04,1.02,21.98,0.27,0.95,0.99
3.14,9,8379,1386.76,7114.52,60.36,60.36,593.14,288,583.88,1.39,1,7.51,1.02,12.58,0.25,0.96,0.99
8.21,24,50993.53,3087.47,9304.88,438.01,438.01,909.16,288,727.42,3.59,1,18.38,1.04,59.28,1.17,0.99,0.99
5.14,15,21624.19,1924.31,8458.73,175.23,175.23,709.87,288,635.82,2.09,1,11.25,1.03,25.39,0.5,0.99,0.98
9.3,27,72768.21,3560.4,9752.78,645.07,645.07,1071.77,288,776.62,4.52,1,22.71,1.05,89.04,1.76,0.98,0.99
1.14,3,3274.29,1310.99,6668.32,5.39,5.39,553.31,288,558.03,1.2,1,6.43,1.02,31.55,0.21,0.97,1
6.18,18,29792.62,2307.36,8824.98,246.22,246.22,760.56,288,664.76,2.5,1,13.08,1.03,33.37,0.66,0.98,1
