X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
2.09,6,5133.91,1394.17,6844.11,31.5,31.5,549.06,288,566.34,1.28,1,6.83,1.02,0,0.19
6.18,18,29793.98,2307.32,8830.53,246.25,246.25,771,288,668.25,2.5,1,13.13,1.03,33.98,0.67
8.21,24,50997.39,3087.6,9317.82,438.14,438.14,946.94,288,740.3,3.58,1,18.58,1.04,62.03,1.23
6.18,18,29775.66,2307.3,8813.82,246.05,246.05,791.73,288,672.69,2.51,1,13.37,1.03,35.31,0.7
8.21,24,50997.22,3087.62,9321.07,438.14,438.14,937.67,288,738.84,3.57,1,18.39,1.04,61.16,1.21
9.3,27,72765.4,3560.41,9773.04,645.06,645.06,1101.91,288,785.41,4.5,1,22.73,1.05,91.39,1.81
4.16,12,14719.19,1547.45,7732.39,113.73,113.73,632.59,288,603.49,1.66,1,8.93,1.02,16.86,0.33
3.14,9,8376.75,1386.74,7078.2,60.33,60.33,576.86,288,577.71,1.39,1,7.47,1.02,11.94,0.24
8.21,24,50993.97,3087.49,9307,437.96,437.96,930.35,288,733.41,3.59,1,18.58,1.04,60.95,1.21
2.09,6,3674.7,1385.29,6859.14,29.79,29.79,511.99,288,561.49,1.23,1,6.54,1.02,0,0.14
5.14,15,21638.67,1924.34,8506.61,175.33,175.33,717.18,288,642.83,2.08,1,11.04,1.03,25.56,0.51
7.15,21,39003.65,2678.05,9120.86,332.44,332.44,798.05,288,680.85,2.98,1,15.43,1.04,42.22,0.84
4.16,12,14725.37,1547.48,7826.84,113.81,113.81,636.3,288,608.29,1.65,1,8.79,1.02,16.93,0.34
4.16,12,14718.3,1547.45,7728.12,113.74,113.74,620.6,288,599.99,1.66,1,8.86,1.02,16.31,0.32
1.14,3,400.15,1351.78,6667.74,7.65,7.65,457.41,288,547.64,1.1,1,5.94,1.02,5.67,0.08
2.09,6,3179.71,1350.48,6783.8,23.39,23.39,525.28,288,562,1.21,1,6.56,1.02,17.98,0.16
1.14,3,2413.72,1366.3,6611.94,8.46,8.46,518.15,288,554.86,1.18,1,6.43,1.02,7.72,0.15
8.21,24,50993.26,3087.46,9298.56,438.07,438.07,910.82,288,726.28,3.6,1,18.53,1.04,59.59,1.18
8.21,24,50988.53,3087.25,9298.68,437.97,437.97,928.4,288,730.87,3.6,1,18.73,1.04,61.02,1.21
8.21,24,50994.67,3087.53,9313.29,438,438,927.05,288,734.16,3.58,1,18.42,1.04,60.51,1.2
2.09,6,2871.88,1364.92,6856.89,26.01,26.01,499.17,288,559.33,1.2,1,6.39,1.02,9.22,0.13
8.21,24,50985.41,3087.16,9294.25,438.04,438.04,923.18,288,728.45,3.61,1,18.75,1.04,60.71,1.2
4.16,12,14724.52,1547.47,7811.68,113.8,113.8,638.33,288,608.26,1.66,1,8.83,1.02,17.04,0.34
6.18,18,29792.1,2307.4,8824.37,246.2,246.2,777.48,288,669.56,2.5,1,13.21,1.03,34.4,0.68
5.14,15,21625.76,1924.33,8469.28,175.26,175.26,691.1,288,631.58,2.09,1,11.06,1.03,24.32,0.48
9.3,27,72756.92,3560.36,9732.35,644.68,644.68,1069.78,288,774.76,4.55,1,23.05,1.05,89.34,1.77
2.09,6,6651.06,1385.1,6797.1,29.81,29.81,591.77,288,570.28,1.33,1,7.13,1.02,3.62,0.25
1.14,3,1046.23,1375.42,6673.03,8.9,8.9,459.24,288,545.8,1.13,1,6.02,1.02,0,0.08
3.14,9,8380.42,1386.76,7143.41,60.38,60.38,593.58,288,585.05,1.39,1,7.47,1.02,12.58,0.25
7.15,21,38977.06,2678.08,9138.96,332.16,332.16,841.31,288,697.71,2.96,1,15.46,1.04,44.83,0.89
5.14,15,21622.41,1924.31,8454.16,175.2,175.2,707.32,288,634.63,2.09,1,11.25,1.03,25.27,0.5
3.14,9,8379.36,1386.76,7129.84,60.36,60.36,577.96,288,579.88,1.39,1,7.41,1.02,11.96,0.24
4.16,12,14722.03,1547.47,7780.65,113.76,113.76,627.27,288,603.95,1.66,1,8.81,1.02,16.56,0.33
7.15,21,38984.15,2678.09,9135.14,332.19,332.19,815.73,288,689.42,2.96,1,15.32,1.04,43.15,0.85
5.14,15,21639.88,1924.35,8513.1,175.33,175.33,711.97,288,642.01,2.07,1,10.97,1.03,25.26,0.5
7.15,21,38982.15,2678.08,9135.54,332.16,332.16,826.35,288,692.59,2.96,1,15.4,1.04,43.88,0.87
3.14,9,8377.92,1386.75,7101.45,60.34,60.34,577.57,288,578.76,1.39,1,7.44,1.02,11.96,0.24
4.16,12,14724.1,1547.47,7804.71,113.79,113.79,636.96,288,607.6,1.66,1,8.83,1.02,16.98,0.34
4.16,12,14718.69,1547.45,7722.16,113.74,113.74,634.3,288,603.55,1.66,1,8.95,1.02,16.95,0.34
4.16,12,14719.76,1547.45,7740.72,113.76,113.76,631.76,288,603.6,1.66,1,8.91,1.02,16.82,0.33
7.15,21,38987.57,2678.08,9131.69,332.2,332.2,816.05,288,688.68,2.97,1,15.39,1.04,43.25,0.86
1.14,3,7350.14,1358.42,6706.51,8.09,8.09,659.91,288,577.13,1.33,1,7.19,1.02,13.49,0.33
9.3,27,72766.18,3560.4,9748.54,645.06,645.06,1069.37,288,775.72,4.53,1,22.75,1.05,88.91,1.76
7.15,21,38995.48,2678.06,9122.59,332.32,332.32,835.99,288,692.2,2.98,1,15.7,1.04,44.81,0.89
4.16,12,14722.33,1547.46,7771.73,113.77,113.77,646.85,288,609.01,1.66,1,8.95,1.02,17.47,0.35
3.14,9,8379.24,1386.76,7115.2,60.36,60.36,601.28,288,586.32,1.39,1,7.55,1.02,12.9,0.26
4.16,12,14723.57,1547.47,7796.34,113.79,113.79,639.07,288,607.86,1.66,1,8.86,1.02,17.09,0.34
9.3,27,72775,3560.42,9770.03,644.99,644.99,1078.79,288,779.68,4.5,1,22.47,1.05,89.27,1.77
9.3,27,72762.82,3560.39,9753.5,645.01,645.01,1084.56,288,779.8,4.52,1,22.86,1.05,90.25,1.79
2.09,6,5358.65,1346.11,6809.1,22.69,22.69,592.46,288,572.72,1.28,1,6.94,1.02,23.51,0.25
9.3,27,72777.52,3560.41,9761.74,645.15,645.15,1060.41,288,774.52,4.51,1,22.39,1.05,87.72,1.74
5.14,15,21634.39,1924.33,8493.92,175.32,175.32,710.26,288,639.57,2.08,1,11.06,1.03,25.25,0.5
2.09,6,6985.95,1373.55,6767.06,27.66,27.66,604.9,288,570.49,1.33,1,7.2,1.02,10.47,0.27
7.15,21,38990.34,2678.07,9125.96,332.18,332.18,842.42,288,694.85,2.97,1,15.69,1.04,45.18,0.9
4.16,12,14726.22,1547.48,7836.94,113.82,113.82,640.77,288,609.93,1.65,1,8.8,1.02,17.12,0.34
5.14,15,21631.8,1924.32,8484.54,175.27,175.27,710.96,288,638.8,2.08,1,11.11,1.03,25.33,0.5
7.15,21,38982.76,2678.08,9133.47,332.11,332.11,837.17,288,695.19,2.96,1,15.52,1.04,44.66,0.88
1.14,3,3599.91,1381.83,6619.45,9.32,9.32,543.8,288,557.88,1.23,1,6.64,1.02,6.15,0.18
6.18,18,29761.74,2306.76,8802.39,245.96,245.96,771.87,288,666.07,2.51,1,13.28,1.03,34.16,0.68
9.3,27,72766.45,3560.41,9776.57,645.06,645.06,1105.41,288,786.52,4.5,1,22.71,1.05,91.63,1.81
4.16,12,14721.45,1547.46,7766.7,113.75,113.75,633.2,288,605.04,1.66,1,8.87,1.02,16.85,0.33
8.21,24,50993.71,3087.49,9309.53,437.96,437.96,911.74,288,729.27,3.58,1,18.32,1.04,59.36,1.18
9.3,27,72772.24,3560.42,9771.32,644.77,644.77,1086.78,288,781.7,4.5,1,22.55,1.05,90,1.78
4.16,12,14722.79,1547.46,7778.01,113.78,113.78,645.56,288,608.91,1.66,1,8.93,1.02,17.41,0.35
7.15,21,39001.08,2678.04,9119.87,332.36,332.36,823.58,288,687.99,2.98,1,15.65,1.04,44.02,0.87
5.14,15,21627.33,1924.33,8474.78,175.23,175.23,692.67,288,632.6,2.09,1,11.04,1.03,24.38,0.48
7.15,21,38976.32,2678.08,9142.02,332.01,332.01,826.79,288,694.29,2.95,1,15.29,1.04,43.77,0.87
9.3,27,72759.76,3560.37,9743.88,644.94,644.94,1080.61,288,778.17,4.53,1,22.98,1.05,90.1,1.78
3.14,9,8376.28,1386.74,7074.15,60.31,60.31,565.96,288,574.28,1.39,1,7.41,1.02,11.5,0.23
3.14,9,8380.33,1386.76,7144.42,60.37,60.37,588.53,288,583.58,1.39,1,7.45,1.02,12.38,0.25
1.14,3,7013.58,1346.27,6661.22,7.41,7.41,667.5,288,577.61,1.32,1,7.23,1.02,20.47,0.33
4.16,12,14721.31,1547.46,7757.6,113.77,113.77,641.45,288,606.96,1.66,1,8.94,1.02,17.24,0.34
7.15,21,39009.38,2678.01,9115.83,332.44,332.44,809.54,288,682.98,2.99,1,15.62,1.04,43.13,0.85
4.16,12,14723.56,1547.47,7799.78,113.79,113.79,634.74,288,606.79,1.66,1,8.83,1.02,16.89,0.33
7.15,21,38998.87,2678.06,9123.04,332.38,332.38,809.29,288,684.63,2.98,1,15.48,1.04,42.96,0.85
3.14,9,8375.55,1386.74,7057.23,60.32,60.32,568.95,288,574.58,1.39,1,7.45,1.02,11.63,0.23
9.3,27,72767.52,3560.41,9776.97,644.84,644.84,1102.45,288,785.86,4.5,1,22.66,1.05,91.34,1.81
8.21,24,50989.74,3087.29,9296.82,438.04,438.04,922.97,288,729.01,3.6,1,18.7,1.04,60.63,1.2
4.16,12,14719.42,1547.45,7736.31,113.75,113.75,630.88,288,603.18,1.66,1,8.91,1.02,16.78,0.33
5.14,15,21624,1924.32,8462.09,175.25,175.25,694.29,288,631.76,2.09,1,11.12,1.03,24.53,0.49
9.3,27,72763.65,3560.38,9762.03,644.86,644.86,1094.5,288,782.8,4.51,1,22.83,1.05,90.98,1.8
5.14,15,21628.55,1924.34,8480.19,175.24,175.24,688.53,288,631.96,2.08,1,10.98,1.03,24.14,0.48
8.21,24,50991.8,3087.38,9297.6,437.97,437.97,919.11,288,728.2,3.6,1,18.64,1.04,60.29,1.19
4.16,12,14718.75,1547.46,7736.17,113.73,113.73,618.53,288,599.73,1.66,1,8.83,1.02,16.2,0.32
